"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
119.300228,-22.750338,"Tephrosia oxalidea",2854404845,"Ca 6.5 km E of Yandicoogina mine; ca 4.1 km NNW of the confluence of Weeli Wolli Creek and Yandicoogina Creek; ca 82 km NW of Newman","AUS",100,2011,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.313298,-21.553549,"Tephrosia oxalidea",2853741672,"20.3 km WNW of Erallinga Pool, Hamersley Ranges, Fortescue Botanical District","AUS",100,1997,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.30731,-22.57128,"Tephrosia oxalidea",2854009973,"Site: TCMBE01, South side of Karijini Drive, 15.9 km W of turnoff to Karijini Ranger’s Station, 11.4 km SE of Mt Vigors, 44.6 km SW of Munjina, Karijini National Park, Pilbara IBRA","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.121943,-23.236281,"Tephrosia oxalidea",2853921121,"C. 20 km SW of Rhodes Ridge Camp","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.366355,-23.231998,"Tephrosia oxalidea",2853639153,"20.8 km E of Giles Point, 9.6 km SSW of Pamelia Hill, 20.6 km WNW of Mt Newman, 41.3 km NNE of Praire Downs Homestead airstrip, Ophthalmia Range, eastern end of the Hamersley Range","AUS",100,1998,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.761585,-23.28525,"Tephrosia oxalidea",2854131773,"ca 8 km NE of the Newman (WP 33)","AUS",100,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
115.988238,-23.174619,"Tephrosia oxalidea",4017041666,"Barlee Range Nature Reserve, 1.5km SSW of Kohbling Karrung Pool, 1.9km NNW of Pamprunnah Pool, 14.9km W of Jarradubundy Bore, 28.4km NE of Padbury.","AUS",100,2002,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
119.122525,-22.780396,"Tephrosia oxalidea",2854412501,"c. 18 km WSW of the confluence of Marillana Creek and Weeli Wolli Creek, 63 km SE of Auski Roadhouse, 87 km NW of Newman","AUS",100,2015,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
115.957751,-23.077584,"Tephrosia oxalidea",2853727951,"Barlee Range Nature Reserve, 12.9 km W of Wongajerra Well, 14.4 km SSE of Mt Florry, 15.8 km ESE of Wongida Well","AUS",100,1994,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.220917,-22.306222,"Tephrosia oxalidea",2854177979,"72.5 km northwest of Tom Price town site","AUS",100,2009,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.794296,-23.120106,"Tephrosia oxalidea",2854034552,"1.4 km ESE of Coondewanna Hill, Hamersley Ranges, Fortescue Botanical District","AUS",100,1997,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
