"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
98.883333,18.833333,"Millettia caerulea",2514185991,"Thailand, Province: Chiang Mai, District: Muang, Doi Sutep-Pui National Park, south side, Mae Heeyah Nai village area, base of Doi Come..","THA",NA,1989,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.302194,18.490667,"Millettia caerulea",2514230007,"Thailand, Province: Lampang, District: Hahng Chat, Doi Kuhn Dahn national park, SE. side, Waw Gayo subdistrict, Mae Pry station area, along Mae Pry stream.","THA",NA,1994,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
98.833333,19.333333,"Millettia caerulea",2515626239,"Northern Thailand, Province: Chiengmai. Chieng dao watershed station.","THA",NA,1973,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
98.833333,19.583333,"Millettia caerulea",2514236991,"Thailand, Province: Chiang Mai, District: Doi Chiang, Doi Chiang Dao, east side, Pa Blawng cave area.","THA",NA,1989,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.866667,18.333333,"Millettia caerulea",2515660137,"Thailand, Province: Lampang, District: Muang Bahn (Pan), Jae Sawn national park, along Mae Mawn stream.","THA",NA,1996,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
98.890472,19.388334,"Millettia caerulea",2515628855,"Thailand, N.: Chiang Mai, Doi Chiang dao.","THA",NA,1957,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
100.283333,18.3,"Millettia caerulea",2515664621,"Thailand, Province: Prae, District: Song, Mae Yom National Park, Sahiab Subdistrict, west of Pa Ing Station.","THA",NA,1993,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
98.916667,17.216667,"Millettia caerulea",2515649652,"Thailand, Province: Chiang Mai, District: Doi Dao (Tao), Mae Doop Reservoir, dam area.","THA",NA,1987,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.25,14.466667,"Millettia caerulea",2515628831,"Thailand, Wang Tao.","THA",NA,1958,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
101.333333,14.416667,"Millettia caerulea",2515654240,"Thailand, Nah Yoke, Sah Leegah, Nang Rong Falls.","THA",NA,1972,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.166667,19.5,"Millettia caerulea",2514188032,"Thailand, Province: Chiang Mai, District: Fang, Chaibragan, Sidongyen Subdistrict, Ban Wieng Pa Pattana (Lahu Village).","THA",NA,1991,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.2,18.75,"Millettia caerulea",2515026059,"Thailand, Province: Chiang Mai, District: Mae Awn, Doi Lohn (Lahn), west side, Mae Gahm Bawng falls, above Mae Gahm Bawng village, Huay Gayo Subdistrict.","THA",NA,2004,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
99.733333,18.3,"Millettia caerulea",2514200011,"Thailand, Province: Lampang, District: Muang Bahn (Pan), Jae Sawn National Park, Mae Mawn Stream area.","THA",NA,1995,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
98.833333,17.333333,"Millettia caerulea",2514233832,"Northern Thailand, Province: Tak, 20 km E. of Mae Sod.","THA",NA,1973,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
