"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
114.659712,-27.390407,"Acacia scleroclada",4017048890,"65.6km S of Wannoo Roadhouse (Billabong Roadhouse).","AUS",2000,1967,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
117.089167,-27.716722,"Acacia scleroclada",2854290966,"14.3 km NE of Dalgaranga Homestead","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.055083,-27.267972,"Acacia scleroclada",2853859559,"Wooleen Station survey site WOOL02, ca 1.8 km N of Woolbong Well and ca 8.5 km E of Stockyard Well. Located ca 134 km NNW of Yalgoo","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.267222,-28.298056,"Acacia scleroclada",2854019807,"9.6 km E of Edah on road to Mount Magnet","AUS",3000,1979,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.541667,-27.198889,"Acacia scleroclada",2854305392,"Ca 30-40 km NW of Meka Homestead","AUS",3000,1980,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.099722,-29.333056,"Acacia scleroclada",2854180632,"(I764) Pindabunna Station","AUS",3000,1993,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.275889,-27.812333,"Acacia scleroclada",2854110062,"Amongst granite tors on Poondarrie Hill, 3 km N of Narloo Homestead in Norrie Land System, Narloo - Yuin Station NE of Mullewa","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.443667,-27.904194,"Acacia scleroclada",2854014348,"Creek crossing 14 km NE of Tardie Homestead, Narloo - Yuin Station NE of Mullewa","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.904789,-29.859696,"Acacia scleroclada",2854265211,"Near southern boundary of Badja Station, 50 km S of Yalgoo","AUS",100,2009,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.723056,-26.489722,"Acacia scleroclada",2854388660,"Weiragoo Range","AUS",3000,1974,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.328889,-28.343056,"Acacia scleroclada",2854079991,"100 yards W of 172 mile peg from Geraldton on Mount Magnet road","AUS",3000,1973,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
