"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
1.583333,11.066667,"Setaria restioidea",1948798695,"","BEN",NA,2000,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
11.716667,-0.516667,"Setaria restioidea",2517416130,"Lopé Reserve, Chantier Mitendi. Savane brûlée autour de la case de M. Demartir.","GAB",NA,1999,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
21.23333,8.48333,"Setaria restioidea",1259695106,"Plants of the Manovo-Gounds-St. Floris National park. WWF Inter. Elephant Cons. Project. 2 km S of Camp Koumbala on W side of creek. 8º29'N, 21º14'E. Elev. 575 m; prec. 1200 mm.","CAF",NA,1983,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
21.2,8.51666,"Setaria restioidea",1259698475,"Parc Manovo Gounda, St. Floris. Goumba Creek at road crossing. Saturated Setaria sphacelata meadow on sandstone witn Monocymbium cerisiiforme, Otomeria elatior, Hyparr- henia nyassae.Prec. 1200 mm. Soil: enriched loamy sand.","CAF",NA,1985,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
21.2,8.33333,"Setaria restioidea",1259680574,"Parc Manovo Gounda, St. Floris. 13 km S of the Pende-Koumbala conflu- ence on the W side of Pende Creek. Soil: enriched loamy sand with clay enrichment at 60 cm on sandstone. Prec. 1300 mm.","CAF",NA,1985,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
23.816667,4.5,"Setaria restioidea",1839959611,"Entre Nungba et Ngwayo (route de Sambili vers Labo), Bas-Uele","COD",NA,1978,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
1.484388,10.927055,"Setaria restioidea",2243146004,"Zone Cynégétique de la Pendjari, Batia","BEN",NA,2000,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
15.55,-4.2,"Setaria restioidea",1839959467,"Au delà de Kimpoko","COD",NA,1965,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
30.133333,-4,"Setaria restioidea",2243173303,"Prov. Bururi: Inyakivumu (Mosso)","BDI",NA,1981,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
27.033333,-9.516667,"Setaria restioidea",1840483867,"Kiubo, le long de la route vers Kiubo","COD",NA,1954,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
16.366667,-4.65,"Setaria restioidea",2243173214,"Plateau Batéké, zone de Kenge, 2 km à l'Est de Bationgo","COD",NA,1982,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
18,-0.833333,"Setaria restioidea",1839959586,"Lac Tumba I.R.S.A.C. Mabali","COD",NA,1957,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
15.666667,-5.633333,"Setaria restioidea",1839959665,"Kinkosi. Vallée de la Luvu","COD",NA,1960,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
