"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
117.2825,-31.465,"Daviesia cunderdin",4061330351,"24.3 km N of Cunderdin along Wyalkatchen Road, E. side of road.","AUS",NA,1996,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION"
