"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
116.8781,-32.4697,"Acacia gemina",2437221804,"Just outside Boyagin Rock Reserve on W side.","AUS",1000,1988,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.115278,-32.725556,"Acacia gemina",2853919847,"Bald Rock A (Harris Block)","AUS",NA,1998,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.6614,-32.5583,"Acacia gemina",2853825934,"Wearne State Forest, Ricks Road, Wandering","AUS",100,2014,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.366667,-32.943333,"Acacia gemina",2853898727,"Yilliminning Rock Reserve, 21 km E of Narrogin on S side of Harrismith - Yillininning Roads,","AUS",NA,1998,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.443462,-32.934734,"Acacia gemina",2853780751,"Tunnel Road Heath, BBM, Wasley mining lease","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.675656,-32.495165,"Acacia gemina",2853799737,"Wearne Road, 1.1 km W of intersection with East Road","AUS",100,1997,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.2845,-32.312617,"Acacia gemina",2854110598,"Randall State Forest, Randall Road, Wandering, 0.5 km E of ref tree BQ 71,1 then the track S for 1.5-1.7 km. Trek 400 m WNW to the large granite complex","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.406833,-32.443194,"Acacia gemina",2854392439,"Monadnocks Conservation Reserve, Watershed Road, Wandering: directly 2.25 km NE of Pike Road junction. The granite complex is c. 50 m W and continues up to 900 m NNW. The plants grow in masses fringing the outcrops","AUS",100,2010,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.272133,-32.420433,"Acacia gemina",2854048974,"Monadnocks CP, Wndsor Block, Thorpe Road, Wandering: around the granite complexes 0.75 km ESE from the junction of Thorpe and Solus Roads","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.456718,-32.568675,"Acacia gemina",2853621604,"Worsley lease, North Bannister","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.183333,-32.933333,"Acacia gemina",2853626205,"S of truck park, McKenzie Road, W of Narrogin,","AUS",NA,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.681944,-32.278056,"Acacia gemina",2854179400,"21 miles E of Billericay","AUS",3000,1970,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.6842,-32.5448,"Acacia gemina",2854178884,"Lupton Conservation Park C2666, Heartbreak Road, Hastings, Wandering: in the SW corner of the reserve","AUS",100,2014,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
