"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
124.570918,-17.017344,"Polygala kimberleyensis",2853686289,"Van Emmerick Range, on top of Devonian limestone reef, Napier Downs Station, Yampi Peninsula, just S of Yampi Sound Defence Training Area","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.11531,-17.50918,"Polygala kimberleyensis",2853728383,"Loop Road, Mornington","AUS",100,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.337417,-15.388417,"Polygala kimberleyensis",2854166296,"Cuckoo Hills Fauna Trap Site (Plot CH), E of Doongan Homestead, Doongan Station","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.783056,-16.9,"Polygala kimberleyensis",4016947596,"Kimberley, 3.8km E of Adcock Gorge turnoff on Gibb River Rd.","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
125.483333,-16.716667,"Polygala kimberleyensis",2854016200,"2 km N of Beverley Springs Station Homestead","AUS",NA,1988,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.183333,-15.133333,"Polygala kimberleyensis",2854001969,"6 km from Kalumburu road towards King Edward River crossing along Mitchell River station track","AUS",NA,1992,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.494444,-16.636111,"Polygala kimberleyensis",2853625304,"Lachlan Island, Buccaneer Archipeligo, NE of Derby,","AUS",3000,1997,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.372222,-16.520833,"Polygala kimberleyensis",2853634075,"Synnot Range, 22 km NW of Beverley Springs Station Homestead, West Kimberley","AUS",3000,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
124.760495,-16.319702,"Polygala kimberleyensis",2853658009,"Harding Range Site 1, 18.8 km WNW of Munja Airstrip, beside small creek, collections from 2-300 m radius of this site","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.66378,-16.590266,"Polygala kimberleyensis",2853682300,"Quartzite ridge above river, mouth of Trent River, Yampi Peninsula, Yampi Sound Defence Training Area","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.542889,-15.441889,"Polygala kimberleyensis",3777308969,"NE Prince Regent River Reserve, 50.8 km E of mouth of Prince Regent River into Saint George Basin, West Kimberley region","AUS",100,2010,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.82308,-16.2506,"Polygala kimberleyensis",2854150795,"Molema Island (NW). Veg. Quadrat 2 (NWMOL2)","AUS",100,2010,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.707983,-15.255033,"Polygala kimberleyensis",3385421306,"Near Dromaius Creek, southern Drysdale River National Park, north Kimberley region","AUS",100,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.266944,-14.241944,"Polygala kimberleyensis",2854437264,"Near Willie Rieds camp, King Anna, S end Vansittart Bay","AUS",NA,1993,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.836919,-16.686959,"Polygala kimberleyensis",2853933773,"Kimbolton Homestead, Yampi Peninsula, Yampi Sound Defence Training Area","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
