"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
127.636111,-15.782778,"Tephrosia F-Kimberley-Flora",2435340789,"Gibb River Road; 146 E of Kalumburu Road turnoff.","AUS",1000,2006,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
129.22856,-15.577011,"Tephrosia F-Kimberley-Flora",1633139329,"Spirit Hills flora & rare plant survey; point record","AUS",20,2007,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
128.243611,-15.873889,"Tephrosia F-Kimberley-Flora",2853769421,"Gibb River road, near Mount Rob","AUS",NA,1993,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
128.676221,-15.940252,"Tephrosia F-Kimberley-Flora",4017041998,"Headwaters of Packsaddle Creek N Carr Boyd Ranges.","AUS",2000,1978,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
128.713083,-16.0015,"Tephrosia F-Kimberley-Flora",2853747900,"Creekline (Triple J lunch-site creek) draining into Carlton Gorge from the East","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
128.414639,-16.012167,"Tephrosia F-Kimberley-Flora",2853981569,"1 km W on track on Dunham Farm from Great Northern Highway","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
128.381667,-16.181667,"Tephrosia F-Kimberley-Flora",2854357628,"Great Northern Highway, 22.2 km N of the Doon Doon Roadhouse","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
127.909722,-15.868611,"Tephrosia F-Kimberley-Flora",2853915587,"Cockburn Range, 46 km SSW of Wyndahm, NE Kimberley","AUS",3000,1978,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
128.25,-15.716667,"Tephrosia F-Kimberley-Flora",2854057814,"The Grotto, about 40 km SE of Wyndham","AUS",NA,1982,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
