"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
30.611843,-30.265036,"Teucrium kraussii",3468906472,"","ZAF",500,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
31.507012,-25.577488,"Teucrium kraussii",4034978308,"","ZAF",4,2023,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
30.348503,-30.317211,"Teucrium kraussii",3902058905,"","ZAF",300,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
30.0482,-30.101701,"Teucrium kraussii",3902133526,"","ZAF",61,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
32.072369,-26.634207,"Teucrium kraussii",3902386330,"","SWZ",61,2015,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
31.061506,-26.209022,"Teucrium kraussii",3902158779,"","SWZ",NA,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
31.967267,-26.342772,"Teucrium kraussii",2596096990,"","SWZ",5,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
31.013911,-28.291325,"Teucrium kraussii",3760007167,"","ZAF",39,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
32.114125,-26.667378,"Teucrium kraussii",3859430842,"","SWZ",31,2015,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
30.260055,-29.478142,"Teucrium kraussii",3858185844,"","ZAF",32,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
30.518093,-29.514084,"Teucrium kraussii",4009743003,"","ZAF",15,2010,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
30.315598,-30.236478,"Teucrium kraussii",3902058088,"","ZAF",300,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
