"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
125.209722,-16.376389,"Cajanus viscidus",2853716052,"Site 2, 25.3 km WSW of Mount Blythe on Charnley River, Botanical District: Gardner, Distance to Coast: 28 km","AUS",NA,1987,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.751389,-14.886111,"Cajanus viscidus",2853813687,"Gauging Station, Camp Creek, ca 12 km SW mining camp, Mitchell Plateau, N Kimberley","AUS",NA,1982,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
126.666667,-15.033333,"Cajanus viscidus",2853961629,"Worriga Gorge, Drysdale River National Park","AUS",NA,1975,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.09463,-16.09463,"Cajanus viscidus",2853773097,"Artesian Range, top of scarp on NE side of Rosie's Gorge","AUS",100,2012,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.701052,-14.832059,"Cajanus viscidus",2827680071,"Between Big Merten's Falls and Mitchell Falls, c. 15 km W of old Bauxite Co. mining camp, on Mitchell Plateau Road","AUS",1000,1987,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.782368,-16.133325,"Cajanus viscidus",4016971303,"Old townsite on Koolan Is c. 300km N of Derby, Western Australia.","AUS",100,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
125.546667,-15.122222,"Cajanus viscidus",2854405305,"IBRA Region: NK1, Enid Falls, creekline, trapline","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
124.766667,-16.033333,"Cajanus viscidus",2853967417,"Gorge of unnamed creek running E of Sale River, 30 km ENE of mouth, W Kimberley","AUS",NA,1986,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
127.526167,-15.885028,"Cajanus viscidus",2854325990,"Durack Station - Mazzarol Creek c. 6.6 km direct line S of Gibb River Road, c. 37 km direct line WSW of Home Valley homestead","AUS",100,2014,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
124.940833,-17.169722,"Cajanus viscidus",2853737127,"158 km NE of Derby along the Gibb River Road","AUS",100,2005,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
123.717945,-16.448598,"Cajanus viscidus",2853814023,"Kyulgam River, a freshwater creek off Strickland Bay, W Kimberley coast","AUS",2000,1996,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
124.845197,-16.466922,"Cajanus viscidus",2854342368,"Artesian Range c. 71.3 km WNW of Charnley River (Beverly Springs) homestead","AUS",100,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.475,-15.181944,"Cajanus viscidus",2853742538,"Site 2, 8.9 km ENE of Mount Brookes, Gardner Botanical District, Distance to coast: 0.3 km","AUS",NA,1987,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.156667,-14.571389,"Cajanus viscidus",2853745009,"IBRA Region: NK1. Bigge Island","AUS",3000,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
125.18507,-14.58884,"Cajanus viscidus",2853926104,"Bigge Island (Site 1). Veg. Quadrat 4 (BIG1_4)","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
127.950394,-14.84192,"Cajanus viscidus",4016913973,"Somewhere in E Kimberley.","AUS",100,1996,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
