"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
151.68333,-26.38333,"Acacia tingoorensis",4061530015,"Burnett District. 12 km. N.W. of Kingaroy. On rather deep red loam on hilltop in Eucalyptus muculata-E. crebra woodland.","AUS",NA,1973,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION"
151.6419,-26.3736,"Acacia tingoorensis",2436814285,"C. 0.3km W of Stuart River road crossing W of Tingoora towards Durong.","AUS",1000,2005,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
145.779833,-18.822972,"Acacia tingoorensis",2829504543,"1.3 km by road W of Mt Fox turnoff.","AUS",100,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
145.339731,-18.578462,"Acacia tingoorensis",2418419070,"Ca. 6 miles E of Lucy Hut on road leading to Oak Hills.","AUS",100,1967,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.800273,-26.233423,"Acacia tingoorensis",2418697864,"Flats Road, Wondai. Roadside reserve.","AUS",100,2016,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
