"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
138.83,-35.32,"Eucalyptus leucoxylon",2829909500,"10 km SW Strathalbyn towards Victor Harbour","AUS",1000,1975,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.12,-35.42,"Eucalyptus leucoxylon",2828269355,"17.7 km S of Murrayville - Pinaroo road on track to soak, 3 km W of Murrayville","AUS",1000,1989,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.8167,-36.4208,"Eucalyptus leucoxylon",2828807746,"Campground 2.6 km off Kiata Road (8.6 km south of Kiata), Little Desert National Park.","AUS",50,1989,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.03305,-32.82916,"Eucalyptus leucoxylon",1258845222,"South australia. Region 5: flinders ranges. Mt. Remarkable national park. 14 Km. From melrose","AUS",NA,1982,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION"
138.599402,-34.423453,"Eucalyptus leucoxylon",1084516640,"","AUS",500,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.676995,-36.200789,"Eucalyptus leucoxylon",1084679594,"","AUS",250,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.670046,-36.1546,"Eucalyptus leucoxylon",1084679386,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.07245,-34.32945,"Eucalyptus leucoxylon",2445887620,"","AUS",50,2011,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.82115,-35.53905,"Eucalyptus leucoxylon",2518297828,"102 (HA)","AUS",1000,1982,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.84607,-36.704866,"Eucalyptus leucoxylon",1084944331,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.874182,-36.080693,"Eucalyptus leucoxylon",1084703931,"","AUS",1000,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.25431,-35.68367,"Eucalyptus leucoxylon",2518323037,"600 (HA)","AUS",1000,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.14506,-33.13739,"Eucalyptus leucoxylon",1085496483,"Wapma Thura-Southern Flinders Ranges (NP)","AUS",50,1992,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.88603,-37.06355,"Eucalyptus leucoxylon",2518409220,"418 (HA)","AUS",1000,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.72645,-36.27968,"Eucalyptus leucoxylon",1085374291,"Coorong (NP)","AUS",100,1987,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.97315,-36.77916,"Eucalyptus leucoxylon",1085573493,"265 (HA)","AUS",50,1991,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.54651,-35.37357,"Eucalyptus leucoxylon",2445897877,"Stipiturus (CP)","AUS",50,2017,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.58589,-34.18084,"Eucalyptus leucoxylon",1085475998,"","AUS",50,2011,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.816287,-34.412003,"Eucalyptus leucoxylon",1084574547,"","AUS",250,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.87455,-35.47007,"Eucalyptus leucoxylon",1084269720,"Ngarkat (CP)","AUS",500,2014,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.188858,-37.186895,"Eucalyptus leucoxylon",1084941009,"","AUS",500,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.812323,-37.915355,"Eucalyptus leucoxylon",1084702578,"","AUS",1000,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.01067,-32.43999,"Eucalyptus leucoxylon",1085186971,"","AUS",100,1994,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.494799,-32.912461,"Eucalyptus leucoxylon",1084518544,"","AUS",1000,2002,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.621814,-33.936057,"Eucalyptus leucoxylon",1084867700,"","AUS",250,2005,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.722129,-36.701626,"Eucalyptus leucoxylon",1084943179,"","AUS",1000,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.700999,-33.813171,"Eucalyptus leucoxylon",1084869389,"","AUS",500,2005,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.427148,-37.227219,"Eucalyptus leucoxylon",1084635766,"","AUS",1000,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.513069,-37.108838,"Eucalyptus leucoxylon",1084939044,"","AUS",1000,2012,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.073118,-36.748018,"Eucalyptus leucoxylon",1084637500,"","AUS",500,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.78902,-36.04864,"Eucalyptus leucoxylon",1084192039,"Messent (CP)","AUS",1000,1994,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.0384,-35.65966,"Eucalyptus leucoxylon",1085463109,"923 (HA)","AUS",50,1990,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.401252,-37.123633,"Eucalyptus leucoxylon",1084504251,"","AUS",1000,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
136.083478,-34.357113,"Eucalyptus leucoxylon",1084884240,"","AUS",1000,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.456988,-34.454617,"Eucalyptus leucoxylon",1084920310,"","AUS",250,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.25708,-35.65318,"Eucalyptus leucoxylon",1085191567,"Lathami (CP)","AUS",100,1995,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
136.45687,-33.52805,"Eucalyptus leucoxylon",3808075903,"","AUS",50,1998,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES"
172.707553,-43.586155,"Eucalyptus leucoxylon",1143544148,"","NZL",NA,2015,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
115.997398,-32.278922,"Eucalyptus leucoxylon",4062903776,"","AUS",5,2023,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.756622,-35.648517,"Eucalyptus leucoxylon",4067651445,"","AUS",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.523459,-37.654226,"Eucalyptus leucoxylon",3915263679,"","AUS",NA,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.864942,-35.856206,"Eucalyptus leucoxylon",2456565353,"","AUS",15,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
-117.40394,33.24263,"Eucalyptus leucoxylon",3125199468,"Camp Pendleton: southwest portion of Base; Training Area Oscar 1, north of the Santa Margarita River between I-5 & Stuart Mesa Road, on edge of mesa in & near fallow field","USA",NA,2014,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-122.278167,37.324587,"Eucalyptus leucoxylon",3039187764,"","USA",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.978497,-37.443721,"Eucalyptus leucoxylon",2609323700,"","AUS",408,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
121.826107,-33.724653,"Eucalyptus leucoxylon",3985710771,"","AUS",NA,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.228902,-38.196134,"Eucalyptus leucoxylon",3903147040,"","AUS",83,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.622877,-36.614916,"Eucalyptus leucoxylon",3858953901,"","AUS",20,2015,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.161042,-36.221383,"Eucalyptus leucoxylon",4028712643,"","AUS",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.5717,-35.547814,"Eucalyptus leucoxylon",3117843632,"","AUS",30,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.551317,-36.158478,"Eucalyptus leucoxylon",3902524960,"","AUS",10,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.410081,-38.001828,"Eucalyptus leucoxylon",4062819640,"","AUS",5,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
18.875778,-33.958478,"Eucalyptus leucoxylon",2626189482,"","ZAF",4,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.990356,-35.687503,"Eucalyptus leucoxylon",3097182646,"","AUS",5,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
-122.475776,37.796432,"Eucalyptus leucoxylon",3337824087,"","USA",15,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.171539,-36.470703,"Eucalyptus leucoxylon",3384320554,"","AUS",50,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
18.413607,-34.061324,"Eucalyptus leucoxylon",3044737047,"","ZAF",15,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
36.561133,35.141552,"Eucalyptus leucoxylon",2238787151,"","SYR",8,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.143617,-38.375983,"Eucalyptus leucoxylon",3415559499,"","AUS",NA,2021,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.085939,-35.805381,"Eucalyptus leucoxylon",3772916358,"","AUS",5,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
172.837117,-43.029847,"Eucalyptus leucoxylon",3039252379,"","NZL",NA,2018,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
139.857239,-36.243472,"Eucalyptus leucoxylon",4028757468,"","AUS",5,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
138.299416,-35.476893,"Eucalyptus leucoxylon",3859415552,"","AUS",NA,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
147.832692,-31.693964,"Eucalyptus leucoxylon",1915742162,"locality withheld","AUS",1000,1996,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.341964,-38.215992,"Eucalyptus leucoxylon",3985778945,"","AUS",9,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.668,-36.2497,"Eucalyptus leucoxylon",1640868389,"","AUS",50,1987,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.8262,-37.683,"Eucalyptus leucoxylon",3129889864,"","AUS",1,2014,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.0008,-35.8608,"Eucalyptus leucoxylon",1641262584,"","AUS",1.5,1985,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.8111,-35.5719,"Eucalyptus leucoxylon",1641014596,"","AUS",1.5,1978,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.589,-37.8916,"Eucalyptus leucoxylon",1645663162,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.7906,-37.8443,"Eucalyptus leucoxylon",3130103440,"","AUS",1.5,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.5102,-36.7594,"Eucalyptus leucoxylon",1644546151,"","AUS",5,1995,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.0512,-37.1927,"Eucalyptus leucoxylon",1645693738,"","AUS",5,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
146.4832,-36.0589,"Eucalyptus leucoxylon",1645734168,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.415,-36.2708,"Eucalyptus leucoxylon",1640823911,"","AUS",50,1998,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
145.2179,-37.0157,"Eucalyptus leucoxylon",1645705969,"","AUS",10,2011,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.45,-37.3333,"Eucalyptus leucoxylon",1640853452,"","AUS",50,1980,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.918,-35.5483,"Eucalyptus leucoxylon",1640874503,"","AUS",50,1986,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.2568,-35.9782,"Eucalyptus leucoxylon",3130623605,"","AUS",0.1,2013,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.2869,-36.3316,"Eucalyptus leucoxylon",1645700362,"","AUS",10,2012,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
148.358447,-34.282771,"Eucalyptus leucoxylon",1915934722,"locality withheld","AUS",3585,2016,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.789301,-38.023095,"Eucalyptus leucoxylon",1084655271,"","AUS",500,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.93803,-34.25213,"Eucalyptus leucoxylon",1085400548,"","AUS",50,2004,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.285978,-35.146711,"Eucalyptus leucoxylon",1084725527,"","AUS",500,2001,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.883654,-36.651319,"Eucalyptus leucoxylon",1084671663,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.17904,-32.81852,"Eucalyptus leucoxylon",2518320453,"Mount Remarkable (NP)","AUS",50,2015,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.52376,-33.592771,"Eucalyptus leucoxylon",1084671389,"","AUS",500,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
138.59781,-33.00914,"Eucalyptus leucoxylon",1085480970,"","AUS",50,1992,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.93695,-35.83724,"Eucalyptus leucoxylon",1085508995,"","AUS",250,1989,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.17969,-35.56079,"Eucalyptus leucoxylon",1269863217,"","AUS",500,2014,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
135.659771,-34.550599,"Eucalyptus leucoxylon",1084538273,"","AUS",500,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.35956,-35.83231,"Eucalyptus leucoxylon",1085511271,"","AUS",100,1989,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.4273,-37.91875,"Eucalyptus leucoxylon",2518328243,"42 (HA)","AUS",1000,1993,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.09412,-35.71472,"Eucalyptus leucoxylon",1085506554,"","AUS",100,1989,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.646285,-37.756504,"Eucalyptus leucoxylon",1084657770,"","AUS",1000,2000,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
140.597644,-36.997216,"Eucalyptus leucoxylon",1084637990,"","AUS",500,1999,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
136.754967,-33.688081,"Eucalyptus leucoxylon",1084497780,"","AUS",500,1998,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.615589,-34.011016,"Eucalyptus leucoxylon",1084867605,"","AUS",1000,2005,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.87226,-37.05738,"Eucalyptus leucoxylon",1084213336,"Bagdad (NF)","AUS",50,1985,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.98787,-32.31442,"Eucalyptus leucoxylon",2518236422,"The Dutchmans Stern (CP)","AUS",50,2015,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
137.92394,-35.75419,"Eucalyptus leucoxylon",1085509542,"","AUS",250,1989,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
139.17024,-34.77518,"Eucalyptus leucoxylon",2445848980,"","AUS",1000,2016,"HUMAN_OBSERVATION","CONTINENT_DERIVED_FROM_COORDINATES"
147.238115,-33.925465,"Eucalyptus leucoxylon",1451729471,"locality withheld","AUS",1000,2009,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.1507,-36.7828,"Eucalyptus leucoxylon",1645952979,"","AUS",1.5,2005,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.599,-37.8742,"Eucalyptus leucoxylon",3129442682,"","AUS",1,2014,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
142.9041,-36.7622,"Eucalyptus leucoxylon",1645439617,"","AUS",1.5,1990,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.7166,-37.5991,"Eucalyptus leucoxylon",3129182651,"","AUS",1,2015,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.1266,-36.1511,"Eucalyptus leucoxylon",1640797801,"","AUS",50,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
140.309678,-36.506861,"Eucalyptus leucoxylon",4017011664,"17.4K NW Padthaway towards Keith.","AUS",2000,1975,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.217477,-26.959251,"Eucalyptus leucoxylon",3469591354,"Jimbour Creek, 0.2km E of Jimbour.","AUS",100,2009,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
148.716818,-34.50343,"Eucalyptus leucoxylon",1915714502,"locality withheld","AUS",100,1993,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
135.466667,-34.533333,"Eucalyptus leucoxylon",2829659059,"Eyre Peninsula; few mls N of Wangary.","AUS",1000,1963,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
140.833333,-35.666667,"Eucalyptus leucoxylon",2830600963,"Hundred of Fisk. Partly Chandos Country. Comet Bore, more orless 90 km N of Bordertown.","AUS",1000,1978,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
135.883889,-34.727222,"Eucalyptus leucoxylon",2830414858,"Port Lincoln; Port Lincoln Tourist Park, Hindmarsh Street.","AUS",50,2012,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
139.633333,-35.7,"Eucalyptus leucoxylon",2830721154,"Near Binnies Lookout, 20.4 mls from Meningee on Coonalpyn Rd.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
139.783333,-36.366667,"Eucalyptus leucoxylon",2828564915,"29.9 mls from Kingston on Meningee Rd.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
139.483333,-35.866667,"Eucalyptus leucoxylon",2829646434,"7.3 miles from Meningee on Coonalpyn Road.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.033333,-35.816667,"Eucalyptus leucoxylon",2830410138,"Chapman R between turnoffs to Cape Willoughby and Cape Hart,Kangaroo Is.","AUS",1000,1983,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
136.283333,-33.4,"Eucalyptus leucoxylon",2830293540,"On flats beside Carrapee.","AUS",1000,1973,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
144.983333,-37.016667,"Eucalyptus leucoxylon",2827755275,"10.5 mls W of Seymour, towards Heathcote.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.6,-33.3,"Eucalyptus leucoxylon",2828411360,"5 km from Forest Headquarters on road past Black Farm on BundaleerForest Reserve.","AUS",1000,1970,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.166667,-37.366667,"Eucalyptus leucoxylon",2827844170,"2.1 miles N of Dergholm, towards Langkoop.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
137.216667,-35.95,"Eucalyptus leucoxylon",2829946398,"Junction of Rainy Creek and Eleanor River (near Eleanor Station), approximately 5 miles from Vivonne Bay.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
140.419167,-35.781667,"Eucalyptus leucoxylon",2830535657,"Region 9: Ngarkat Conservation Park.","AUS",50,1999,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.6,-36.1,"Eucalyptus leucoxylon",2829457491,"8 mls from Jeporit, on Netherby Rd.","AUS",1000,1971,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
141.266667,-35.666667,"Eucalyptus leucoxylon",2827881263,"37 mls N of Yanac, on rd to Danyo.","AUS",1000,1972,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
136.016667,-34.216667,"Eucalyptus leucoxylon",2828813549,"Near Glewnyon - Ungarra rd.","AUS",1000,1973,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
139.633333,-36.133333,"Eucalyptus leucoxylon",2830069696,"Ca 15 km S of Salt Creek, The Coorong.","AUS",1000,1984,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.05,-32.633333,"Eucalyptus leucoxylon",2830566340,"11.2 km S of Quorn on road to Mt Brown.","AUS",1000,1986,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138,-34.3,"Eucalyptus leucoxylon",2830601789,"At Mac's Beach south of Price. (Price is ca 30 km NE of Maitland).","AUS",1000,1973,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
140.95,-35.833333,"Eucalyptus leucoxylon",2829419404,"Mt Shaugh Conservation Park, 2 km SE of Mt Shaugh and 2 km W ofVictorian border. Mt Shaugh Conservation Park is ca 60 km S of Pinaroo.","AUS",1000,1977,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
138.873658,-35.343925,"Eucalyptus leucoxylon",3859562462,"","AUS",29,2022,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
141.9904,-36.567,"Eucalyptus leucoxylon",1645953356,"","AUS",1.5,2005,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
144.2697,-37.1858,"Eucalyptus leucoxylon",1645633736,"","AUS",1.5,1992,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.8477,-37.413,"Eucalyptus leucoxylon",1645573749,"","AUS",1.5,1992,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
143.6036,-38.3813,"Eucalyptus leucoxylon",1640955633,"","AUS",50,2006,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
