"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
118.495,-26.433889,"Isotropis iophyta",2853724214,"11 miles N of Meekatharra, Eremean Province","AUS",3000,1958,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.646389,-25.48,"Isotropis iophyta",2853964087,"Ned's Creek, near Homestead","AUS",3000,1983,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.73,-23.351389,"Isotropis iophyta",2853989718,"Fortescue River bed, Newman","AUS",3000,1982,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.357778,-25.246111,"Isotropis iophyta",2853708889,"Miss Fairbairn Hills, W of Carnarvon Range in S Little Sandy Desert","AUS",NA,1998,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.230833,-25.611111,"Isotropis iophyta",2854120850,"3.8 km W of the Old Thaduna mail box on the track to Great Northern Highway","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.224722,-26.589722,"Isotropis iophyta",2854391863,"Wiluna area","AUS",3000,1966,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.234722,-22.595833,"Isotropis iophyta",2854039227,"Northern edge of Mount Bruce Flats, 3.6 km SE of Mount Oxer, 10.2 km ENE of Mount Bruce, Karijini National Park, Hamersley Range","AUS",NA,1992,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.526389,-23.448611,"Isotropis iophyta",2854251695,"Ca 23 km SW of Jigalong on road to Weelarrana Homestead","AUS",NA,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.95,-26.35,"Isotropis iophyta",2854353012,"North Well, Killara Station, 60 km NE of Meekatharra","AUS",3000,1979,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.765278,-23.326667,"Isotropis iophyta",2853977661,"Hamersley Range, 13.1 km SW of Mt Ella,","AUS",NA,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.030278,-22.561667,"Isotropis iophyta",2854176912,"c. 50 km NE of Tom Price on road from Mount Bruce to Wittenoom,","AUS",NA,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.607962,-22.264011,"Isotropis iophyta",2854119885,"Track 14 R, Noreena Downs, 50 km S of the town of Nullagine, Pilbara Chichester subregion","AUS",100,2008,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.666667,-25.859722,"Isotropis iophyta",2853992524,"Murphy's Paddock, Narracoota","AUS",3000,1966,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.551372,-25.082,"Isotropis iophyta",2854003677,"Tabimaya Well, 44 km ESE of Old Mary Mia, Little Sandy Desert, in Carnarvon Range Conservation Park,","AUS",100,1999,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.45864,-23.3725,"Isotropis iophyta",3777307305,"Site: BDRS04, Floodplain of Davidson Creek, 22.7 km W of Jigalong, 34 km E of Wheelarra Hill, 74.4 km E of Newman, Pilbara IBRA","AUS",100,2006,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.251944,-23.051389,"Isotropis iophyta",2853693442,"Rhodes Ridge Road, c. 61 km due NW of Newman","AUS",3000,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
120.168056,-25.008056,"Isotropis iophyta",2853727658,"5 km E of Marymia Homestead","AUS",3000,1983,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.215556,-22.447778,"Isotropis iophyta",2853728064,"Hamersley Range National Park, collected on road between Mount Bruce and Joffre Falls, just N of range of hills on N side of Mount Bruce","AUS",3000,1978,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.631111,-23.063056,"Isotropis iophyta",2854371211,"Mining tenement E47/14, Newman","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.449444,-22.420556,"Isotropis iophyta",2854442823,"Yampire Gorge, Karijini National Park","AUS",NA,1991,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.385,-22.572383,"Isotropis iophyta",2854393907,"Karijini Drive, 7.5 km W of Banjima Drive (E), Karijini National Park","AUS",100,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
