"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
144.001136,-19.569856,"Tephrosia Miriam-Vale",2418506258,"26km WSW of Blackbraes.","AUS",100,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.660504,-24.316197,"Tephrosia Miriam-Vale",2418397292,"10km ENE of Miriam Vale (GPS 24 19 04 151 39 34) (site 347).","AUS",100,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
150.297778,-22.400556,"Tephrosia Miriam-Vale",2418938178,"Shoalwater Bay Training area, Huttonvale sector, Sabina Point camp, c 500 south west of Sabina Point.","AUS",100,2011,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.726063,-24.623418,"Tephrosia Miriam-Vale",2418578798,"Warro State Forest, Grevillea Range, SSW of Lowmead.","AUS",2000,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.900208,-25.485492,"Tephrosia Miriam-Vale",2418940807,"Stony Creek, 4km E of Didcot, Biggenden Shire.","AUS",100,1983,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
149.305842,-26.714818,"Tephrosia Miriam-Vale",2418546040,"2km W of Yuleba-Surat road, c. 15km SSW of Yuleba.","AUS",100,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
148.720643,-20.981023,"Tephrosia Miriam-Vale",2418626472,"Approximately 900m NE of highest peak (398m) in Crazy Cat Mountain National Park.","AUS",100,1999,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
151.309401,-24.140087,"Tephrosia Miriam-Vale",2418759807,"Castletower, Portion 36, 17km SE of Calliope.","AUS",2000,1988,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
145.379447,-17.719577,"Tephrosia Miriam-Vale",2418906193,"Glen Gordon Station, SW of Ravenshoe.","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
146.098333,-19.109167,"Tephrosia Miriam-Vale",2418635410,"2km NE of Taravale Homestead towards Paluma, c. 80km NW of Townsville.","AUS",100,2004,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
