"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
115.55,5.083333,"Bauhinia diptera",2515415141,"ulu sipitang, 5 miles E. of Sipitang.","MYS",NA,1955,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
118.216666,4.966666,"Bauhinia diptera",2515413988,"2L, Mile 3, Silam.Lahad Datu","MYS",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.65,5.9,"Bauhinia diptera",2515418779,"Kolayok River","MYS",NA,1985,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.579167,4.458333,"Bauhinia diptera",2514190771,"Benawod area mile 4 Sipaku. Tawau","MYS",NA,1977,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
114.783333,4.45,"Bauhinia diptera",2514207772,"Belabau","BRN",NA,1990,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
115.1,4.683333,"Bauhinia diptera",2515418756,"Bukit Biang. Brunei. Temburong district.","BRN",NA,1989,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
118.25,4.55,"Bauhinia diptera",2514210742,"Polt no. 17 in R.P. 50, Mile 16 B.B.T. Co. road, Kalumpang Forest Reserve.","MYS",NA,1959,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.316667,2.1,"Bauhinia diptera",2515413925,"East Kalimantan, Berau, Inhutani I area, km 31, road Labanan to Samarinda, jl to Plasma nutfah.","IDN",NA,1997,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
115.4,4.85,"Bauhinia diptera",2514168751,"Lawas division 5. Flora of Sarawak","MYS",NA,1955,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.216666,5.466666,"Bauhinia diptera",2514206757,"Pembangunan Sabariah SdnBhd Sg Kun-KunSandakan","MYS",NA,1983,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.35,4.883333,"Bauhinia diptera",2514203752,"NBT. Lesong campTawau","MYS",NA,1977,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
115.75,5.333333,"Bauhinia diptera",2514155784,"Malaysia/Sabah Borneo Beaufort Beaufort Hill","MYS",NA,1990,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.408333,4.616667,"Bauhinia diptera",2514158758,"Mile 27 Sepulot road, Luasong.Tawau","MYS",NA,1979,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
118.75,5.3675,"Bauhinia diptera",2514132788,"Sungai Dagat, Sandakan.","MYS",NA,1987,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.283333,5.316666,"Bauhinia diptera",2514154737,"Sg. Tangkulap, Lamag.","MYS",NA,1983,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.9,4.25,"Bauhinia diptera",2515425411,"Mile 24, clearing area, cocoa estate.Tawau district.","MYS",NA,1959,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
114.716667,4.7,"Bauhinia diptera",2514196759,"Brunei Borneo Tutong Ladan Hills Forest Reserve","BRN",NA,1990,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.833333,5.5,"Bauhinia diptera",2515423976,"VJR. Pin-[B]upu. Bukit garam.","MYS",NA,1986,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
117.129167,5.3,"Bauhinia diptera",2514203751,"Bt. Tinkerm Keramuak, Tongod.","MYS",NA,1983,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
