"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
-8.84,37.33,"Helictochloa hackelii",910468125,"Monte Clérigo","PRT",550,2006,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_NONE"
-8.91012,37.083941,"Helictochloa hackelii",3390490185,"Vila do Bispo e Raposeira","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
-8.752244,37.764595,"Helictochloa hackelii",3390498535,"Foros da Pereira","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
-8.788689,37.479305,"Helictochloa hackelii",3390513119,"Brejão","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
-8.874002,37.369399,"Helictochloa hackelii",3390536331,"","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
-8.813231,37.567035,"Helictochloa hackelii",3390541165,"","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
-8.776926,37.852297,"Helictochloa hackelii",3390555203,"Porto Covo","PRT",7071,1994,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;FOOTPRINT_SRS_INVALID"
