"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
147.167,-7.41667,"Medinilla maluensis",1090201892,"SE of Lae on coast, opposite Lasanga Island","PNG",NA,1973,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;PRESUMED_NEGATED_LONGITUDE;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
145.916667,-6.333333,"Medinilla maluensis",2514479157,"Flora of New Guinea. Kassam, Morobe district.","PNG",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
149.166667,-9.616667,"Medinilla maluensis",2516447059,"Flora of Papua. Raba Raba Subdist., Milne Bay Dist. Junction Ugat and Mayu Rivers, near Mayu I.","PNG",NA,1972,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147.583333,-9.166667,"Medinilla maluensis",2514421191,"Flora of New Guinea. Spur to s.E. of Efogi Village, Port Moresby Sub- District, Central Dist., Papua.","PNG",NA,1970,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147.166667,-7.833333,"Medinilla maluensis",2514495155,"Flora of New Guinea. Kipu- Wakaia trail, ½ mile E. of luluai's burial place., Morobe Dist., TNG.","PNG",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
146.116667,-7.3,"Medinilla maluensis",2516319988,"Flora of New guinea. Spreader divide, between aseki & Menyamya, Menyamya sub-dist., Morobe District, T.N.G.","PNG",NA,1970,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
143.166667,-6,"Medinilla maluensis",2514458197,"Flora of New Guinea. Vicinity of Habono rest house 6½miles west of Mt. Ne. S Highlands.","PNG",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
146.833333,-6.833333,"Medinilla maluensis",2514438191,"Flora of New Guinea. Wagau, Morobe District, T.N.G. Advanced regrowth in gully near airstrip.","PNG",NA,1965,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147,-6.733333,"Medinilla maluensis",2513246671,"","PNG",NA,1973,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
146.95,-7.416667,"Medinilla maluensis",2516306000,"Flora of New Guinea. Lake Trist, Morobe district, T.N.G.","PNG",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
145.666667,-6.583333,"Medinilla maluensis",2516481078,"Plantae Novoguineensis. Collected at Okapa Patrol Post Easter Highlands, T.N.G.","PNG",NA,1957,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147.333333,-8.5,"Medinilla maluensis",2516477084,"Flora of New Guinea. Track, Murray Pass to Woitape, Goilala Sub- distrit, Central District.","PNG",NA,1968,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147.716667,-9.15,"Medinilla maluensis",2516470090,"Flora of Papua. East slope of Lake Myola No. 2. District Central, Subdistrict Port Moresby.","PNG",NA,1973,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
147,-7.166667,"Medinilla maluensis",2516473079,"Plantae Novoguineenses. Collected near skindewai, Morobe district, T.N.G. Wau- Salamaua Road.","PNG",NA,1956,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
146.083333,-5.833333,"Medinilla maluensis",2514458196,"Flora of New Guinea. Sewe, Saidor sub-dist., Madang dist., T.N.G.","PNG",NA,1964,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
146.166667,-7.333333,"Medinilla maluensis",2516322978,"Flora of New Guinea. Aseki- Menyamya road, c. 3 km from Aseki. Menyamya Sub- District, Morobe district.","PNG",NA,1972,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
145.75,-6.3,"Medinilla maluensis",2516319989,"Flora of New Guinea. Forest on ridge above Noreikora Swamp, Kainantu Subdistrict, eastern highlands District.","PNG",NA,1966,"PRESERVED_SPECIMEN","INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
