"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
116.500088,-31.158008,"Acacia lullfitziorum",2853921797,"Calingiri Water Reserve, Fordham Road, Calingiri: ca 100 m W of the SW corner of PP Lot 8154","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.499778,-31.158306,"Acacia lullfitziorum",2853910155,"Ca 10 km due SE of Calingiri, on bush track in Calingiri Water Reserve, 1.1 km NE of railway crossing on Fordham Road","AUS",100,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.316667,-34.45,"Acacia lullfitziorum",2830750122,"Kojaneerup Springs Road, 3 km W of; from Quarderwarderup [Quarderwardup] Lake, Stirling Range.","AUS",5000,1986,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.3,-34.026389,"Acacia lullfitziorum",2853911043,"12 miles W of Ongerup","AUS",3000,1963,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.379167,-34.302778,"Acacia lullfitziorum",2853676482,"4 km NE of Moir Hill","AUS",3000,1974,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.55,-34.3,"Acacia lullfitziorum",2853718526,"Near Cranbrook golf course (Cranbrook is ca 85 km NNW of Albany)","AUS",NA,1972,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.156389,-33.836389,"Acacia lullfitziorum",2854013418,"Kojonup","AUS",3000,1963,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.8,-34.366667,"Acacia lullfitziorum",2854057805,"Red Gum Pass, Stirling Range","AUS",NA,1960,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.009167,-33.529167,"Acacia lullfitziorum",2854345447,"37 km N of Kojonup on Albany Highway, 2.8 km N of Woodanilling turnoff","AUS",3000,1989,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.799722,-33.516389,"Acacia lullfitziorum",2854419926,"Duranillin Townsite, S side of railway line","AUS",3000,1995,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.79825,-32.519528,"Acacia lullfitziorum",2854126733,"0.4 km S of Duranillin township on road to Kojonup, E side of road","AUS",100,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
115.493333,-30.173889,"Acacia lullfitziorum",2854297798,"Ca 14 miles N of Badgingarra","AUS",3000,1965,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.75,-31.35,"Acacia lullfitziorum",2854147733,"Near Mortlock River, 9 km SW of Goomalling","AUS",NA,1979,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.18,-33.626389,"Acacia lullfitziorum",2854168430,"Beaufort River","AUS",3000,1975,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
