"spp_file","num_occ","num_occ_sregion"
"Capparis_sepiaria.csv",602,80
"Capparis_tomentosa.csv",311,87
"Capsella_bursa-pastoris.csv",21699,23
"Capsicum_frutescens.csv",568,21
"Capurodendron_greveanum.csv",33,26
"Capuronia_benoistii.csv",45,33
"Carallia_brachiata.csv",674,22
"Cardamine_africana.csv",144,38
"Cardiospermum_corindum.csv",931,24
"Cardiospermum_grandiflorum.csv",767,39
"Cardiospermum_halicacabum.csv",2276,75
"Carex_glomerata.csv",33,30
"Carex_spartea.csv",36,28
"Carex_spicatopaniculata.csv",52,38
"Carica_papaya.csv",3106,36
"Carissa_bispinosa.csv",293,223
"Carissa_boiviniana.csv",60,50
"Carissa_haematocarpa.csv",114,79
"Carissa_macrocarpa.csv",390,73
"Carissa_spinarum.csv",1531,207
"Caroxylon_aphyllum.csv",39,32
"Carpha_glomerata.csv",47,42
"Carpobrotus_acinaciformis.csv",394,28
"Carpobrotus_deliciosus.csv",53,35
"Carpobrotus_dimidiatus.csv",39,30
"Carpobrotus_edulis.csv",1809,99
"Carpobrotus_mellei.csv",53,39
"Carpolobia_goetzei.csv",63,37
"Cascabela_thevetia.csv",1747,293
"Casearia_nigrescens.csv",122,92
"Cassia_abbreviata.csv",157,124
"Cassia_afrofistula.csv",49,36
"Cassine_peragua.csv",81,60
"Cassinopsis_ilicifolia.csv",28,24
"Cassinopsis_madagascariensis.csv",57,49
"Cassipourea_gummiflua.csv",81,27
"Cassipourea_lanceolata.csv",27,23
"Cassipourea_malosana.csv",112,53
"Cassipourea_mollis.csv",32,30
"Cassytha_ciliolata.csv",88,64
"Cassytha_filiformis.csv",2417,113
"Casuarina_cunninghamiana.csv",1015,27
"Casuarina_equisetifolia.csv",1246,43
"Catha_edulis.csv",87,55
"Catharanthus_lanceus.csv",38,31
"Catharanthus_ovalis.csv",37,29
"Catharanthus_roseus.csv",3838,391
"Catharanthus_scitulus.csv",26,23
"Catharanthus_trichophyllus.csv",38,37
"Catophractes_alexandri.csv",133,122
"Catunaregam_obovata.csv",35,32
"Catunaregam_spinosa.csv",276,89
"Catunaregam_taylorii.csv",68,59
"Caulacanthus_ustulatus.csv",230,27
"Caulerpa_racemosa.csv",628,40
"Cedrela_odorata.csv",1234,54
"Cedrelopsis_grevei.csv",94,76
"Cedrelopsis_microfoliolata.csv",26,24
"Ceiba_pentandra.csv",1602,25
"Celosia_argentea.csv",1817,28
"Celosia_trigyna.csv",417,53
"Celtis_africana.csv",274,161
"Celtis_bifida.csv",23,21
"Celtis_gomphophylla.csv",114,44
"Celtis_madagascariensis.csv",39,33
"Celtis_philippensis.csv",566,25
"Celtis_zenkeri.csv",171,21
"Cenchrus_americanus.csv",1122,27
"Cenchrus_caudatus.csv",235,59
"Cenchrus_ciliaris.csv",3159,102
"Cenchrus_clandestinus.csv",1403,54
"Cenchrus_geniculatus.csv",70,29
"Cenchrus_purpureus.csv",1355,76
"Cenchrus_setaceus.csv",933,89
"Cenchrus_sphacelatus.csv",52,30
"Cenchrus_unisetus.csv",488,52
"Centella_asiatica.csv",2660,171
"Centella_glabrata.csv",28,24
"Centella_tridentata.csv",26,23
"Centella_virgata.csv",30,24
"Centrosema_pubescens.csv",1096,23
"Cerastium_capense.csv",45,42
"Ceratandra_atrata.csv",42,31
"Ceratonia_siliqua.csv",2060,34
"Ceratophyllum_demersum.csv",7059,47
"Cerbera_manghas.csv",415,73
"Cereus_jamacaru.csv",466,103
"Ceriops_tagal.csv",339,43
"Ceropegia_currorii.csv",28,25
"Ceropegia_mixta.csv",58,30
"Ceropegia_racemosa.csv",82,39
"Cerosora_argentea.csv",34,22
"Chadsia_flammea.csv",81,68
"Chadsia_grevei.csv",77,59
"Chadsia_salicina.csv",26,21
"Chadsia_versicolor.csv",42,34
"Chaenostoma_caeruleum.csv",50,37
"Chaenostoma_halimifolium.csv",25,24
"Chaenostoma_revolutum.csv",33,28
"Chaetachme_aristata.csv",152,71
"Chamaecrista_absus.csv",675,57
"Chamaecrista_comosa.csv",34,29
"Chamaecrista_kirkii.csv",186,41
"Chamaecrista_lateriticola.csv",29,26
"Chamaecrista_mimosoides.csv",1800,202
"Chamaecrista_pratensis.csv",39,33
"Chapelieria_madagascariensis.csv",32,27
"Chascanum_cuneifolium.csv",27,24
"Chascanum_garipense.csv",60,47
"Chascanum_hederaceum.csv",37,32
"Chascanum_pinnatifidum.csv",43,42
"Chasmanthe_aethiopica.csv",126,59
"Chasmanthe_floribunda.csv",246,29
"Chasmatophyllum_musculinum.csv",56,48
"Chassalia_bojeri.csv",61,51
"Chassalia_parvifolia.csv",62,42
"Chassalia_princei.csv",55,43
"Chassalia_ternifolia.csv",46,31
"Cheilanthes_eckloniana.csv",100,89
"Cheilanthes_hastata.csv",49,40
"Cheilanthes_hirta.csv",72,55
"Cheilanthes_inaequalis.csv",55,34
"Cheilanthes_multifida.csv",65,47
"Cheilanthes_quadripinnata.csv",92,69
"Cheilanthes_viridis.csv",455,226
"Cheiridopsis_denticulata.csv",28,22
"Cheiridopsis_namaquensis.csv",56,43
"Chenolea_diffusa.csv",69,49
"Chenopodiastrum_murale.csv",3176,38
"Chenopodium_album.csv",18112,53
"Chironia_baccifera.csv",155,101
"Chironia_tetragona.csv",34,25
"Chloris_gayana.csv",1042,49
"Chloris_pycnothrix.csv",259,37
"Chloris_virgata.csv",2419,105
"Chlorophytum_comosum.csv",369,73
"Chlorophytum_cooperi.csv",41,37
"Chlorophytum_galpinii.csv",28,27
"Chlorophytum_graminifolium.csv",28,23
"Christella_dentata.csv",1864,81
"Chromolaena_odorata.csv",3367,76
"Chrysocoma_ciliata.csv",201,157
"Chrysopogon_nigritanus.csv",403,21
"Chrysopogon_serrulatus.csv",39,27
"Cichorium_intybus.csv",18036,50
"Cineraria_aspera.csv",27,23
"Cineraria_geifolia.csv",35,27
"Cineraria_lobata.csv",42,35
"Cinnamomum_camphora.csv",1108,24
"Cinnamosma_fragrans.csv",46,39
"Cinnamosma_madagascariensis.csv",32,30
"Cirsium_vulgare.csv",23940,158
"Cissampelos_capensis.csv",89,65
"Cissampelos_mucronata.csv",226,74
"Cissampelos_pareira.csv",1486,61
"Cissampelos_torulosa.csv",71,66
"Cissus_cornifolia.csv",84,42
"Cissus_floribunda.csv",45,40
"Cissus_microdonta.csv",81,69
"Cissus_quadrangularis.csv",515,74
"Cissus_rhodotricha.csv",38,32
"Cissus_rotundifolia.csv",177,52
"Cissus_rubiginosa.csv",95,33
"Citrullus_amarus.csv",585,54
"Citrullus_lanatus.csv",3524,75
"Citrullus_naudinianus.csv",57,55
"Cladoraphis_spinosa.csv",29,26
"Cladostemon_kirkii.csv",35,29
"Clausena_anisata.csv",527,129
"Cleistanthus_boivinianus.csv",32,29
"Cleistochlamys_kirkii.csv",39,32
"Clematis_brachiata.csv",286,213
"Clematis_mauritiana.csv",42,25
"Clematis_simensis.csv",103,24
"Clematis_uhehensis.csv",30,24
"Clematis_villosa.csv",127,79
"Cleretum_bellidiforme.csv",94,56
"Cleretum_papulosum.csv",130,25
"Clerodendrum_arenarium.csv",45,36
"Clerodendrum_cephalanthum.csv",66,53
"Clerodendrum_involucratum.csv",46,42
"Clerodendrum_ternatum.csv",60,53
"Cliffortia_eriocephalina.csv",27,25
"Cliffortia_ferruginea.csv",25,22
"Cliffortia_ilicifolia.csv",42,34
"Cliffortia_juniperina.csv",31,27
"Cliffortia_linearifolia.csv",27,27
"Cliffortia_odorata.csv",38,28
"Cliffortia_ramosissima.csv",34,32
"Cliffortia_ruscifolia.csv",91,56
"Cliffortia_stricta.csv",46,32
"Cliffortia_strobilifera.csv",84,66
"Clitoria_heterophylla.csv",43,40
"Clitoria_lasciva.csv",58,52
"Clitoria_ternatea.csv",1938,64
"Clivia_miniata.csv",52,32
"Clutia_abyssinica.csv",155,49
"Clutia_affinis.csv",23,21
"Clutia_alaternoides.csv",56,46
"Clutia_daphnoides.csv",32,27
"Clutia_ericoides.csv",28,23
"Clutia_laxa.csv",32,28
"Clutia_pulchella.csv",83,73
"Cnestis_polyphylla.csv",88,68
"Coccinia_adoensis.csv",131,93
"Coccinia_rehmannii.csv",83,79
"Coccinia_sessilifolia.csv",25,24
"Cocculus_hirsutus.csv",78,39
"Cochlidium_serrulatum.csv",649,21
"Cocos_nucifera.csv",2113,57
"Coddia_rudis.csv",76,63
"Codiaeum_variegatum.csv",1235,24
"Coelachne_africana.csv",52,24
"Coffea_mufindiensis.csv",67,50
"Coffea_resinosa.csv",26,22
"Coix_lacryma-jobi.csv",1259,44
"Cola_greenwayi.csv",47,37
"Colea_floribunda.csv",29,25
"Coleochloa_setifera.csv",84,72
"Coleonema_album.csv",41,22
"Coleus_barbatus.csv",380,88
"Coleus_hadiensis.csv",107,45
"Coleus_neochilus.csv",131,68
"Colocasia_esculenta.csv",1754,43
"Colophospermum_mopane.csv",299,224
"Colubrina_asiatica.csv",409,31
"Colubrina_decipiens.csv",31,25
"Colvillea_racemosa.csv",34,30
"Combretum_adenogonium.csv",350,39
"Combretum_albiflorum.csv",31,27
"Combretum_apiculatum.csv",238,200
"Combretum_celastroides.csv",59,53
"Combretum_coccineum.csv",93,74
"Combretum_collinum.csv",1051,147
"Combretum_erythrophyllum.csv",52,44
"Combretum_hereroense.csv",247,172
"Combretum_imberbe.csv",192,156
"Combretum_kraussii.csv",35,31
"Combretum_microphyllum.csv",46,39
"Combretum_molle.csv",952,275
"Combretum_mossambicense.csv",104,88
"Combretum_obovatum.csv",33,27
"Combretum_padoides.csv",57,47
"Combretum_paniculatum.csv",363,45
"Combretum_platypetalum.csv",48,38
"Combretum_psidioides.csv",71,64
"Combretum_schumannii.csv",37,22
"Combretum_subumbellatum.csv",26,22
"Combretum_zeyheri.csv",236,200
"Commelina_africana.csv",661,384
"Commelina_aspera.csv",92,30
"Commelina_benghalensis.csv",1688,134
"Commelina_bracteosa.csv",96,23
"Commelina_diffusa.csv",2573,72
"Commelina_eckloniana.csv",35,22
"Commelina_erecta.csv",4460,84
"Commelina_forskaolii.csv",353,30
"Commelina_madagascarica.csv",38,34
"Commelina_schweinfurthii.csv",79,29
"Commelina_subulata.csv",134,47
"Commicarpus_pentandrus.csv",27,23
"Commicarpus_plumbagineus.csv",149,49
"Commiphora_africana.csv",878,105
"Commiphora_angolensis.csv",28,23
"Commiphora_edulis.csv",59,32
"Commiphora_glandulosa.csv",46,46
"Commiphora_glaucescens.csv",25,22
"Commiphora_grandifolia.csv",72,53
"Commiphora_harveyi.csv",31,26
"Commiphora_marchandii.csv",77,65
"Commiphora_marlothii.csv",34,32
"Commiphora_mollis.csv",94,80
"Commiphora_neglecta.csv",23,22
"Commiphora_orbicularis.csv",28,22
"Commiphora_pervilleana.csv",33,31
"Commiphora_pyracanthoides.csv",36,35
"Commiphora_saxicola.csv",27,22
"Commiphora_schlechteri.csv",33,29
"Commiphora_simplicifolia.csv",32,26
"Comoranthus_minor.csv",26,21
"Comoranthus_obconicus.csv",31,22
"Conicosia_pugioniformis.csv",67,35
"Conostomium_natalense.csv",82,67
"Convolvulus_capensis.csv",42,30
"Convolvulus_farinosus.csv",67,37
"Convolvulus_sagittatus.csv",79,66
"Copaifera_baumiana.csv",25,23
"Coptosperma_littorale.csv",24,24
"Coptosperma_neurophyllum.csv",47,42
"Coptosperma_nigrescens.csv",72,58
"Coptosperma_supra-axillare.csv",111,84
"Corallocarpus_bainesii.csv",26,24
"Corbichonia_decumbens.csv",99,45
"Corchorus_aestuans.csv",915,26
"Corchorus_asplenifolius.csv",46,43
"Corchorus_confusus.csv",26,22
"Corchorus_olitorius.csv",596,33
"Corchorus_tridens.csv",790,35
"Cordia_africana.csv",162,24
"Cordia_caffra.csv",71,62
"Cordia_goetzei.csv",33,23
"Cordia_mairei.csv",28,21
"Cordia_monoica.csv",119,37
"Cordia_myxa.csv",169,51
"Cordia_sinensis.csv",291,67
"Cordia_subcordata.csv",289,21
"Cordyla_africana.csv",70,58
"Cordyla_haraka.csv",27,22
"Cordyla_madagascariensis.csv",78,57
"Cordylostigma_longifolium.csv",39,38
"Cordylostigma_virgatum.csv",140,111
"Coriandrum_sativum.csv",3212,24
"Cortaderia_selloana.csv",3392,46
"Corycium_nigrescens.csv",34,29
"Corycium_orobanchoides.csv",73,49
"Corymbium_africanum.csv",40,30
"Corymbium_glabrum.csv",76,56
"Corymborkis_corymbis.csv",104,25
"Cosmos_bipinnatus.csv",8728,93
"Costularia_purpurea.csv",26,24
"Costus_spectabilis.csv",185,46
"Cotula_australis.csv",1832,34
"Cotula_coronopifolia.csv",1963,57
"Cotula_microglossa.csv",30,27
"Cotula_pruinosa.csv",47,28
"Cotula_turbinata.csv",102,37
"Cotyledon_campanulata.csv",50,35
"Cotyledon_orbiculata.csv",531,266
"Cotyledon_papillaris.csv",26,23
"Cotyledon_velutina.csv",54,37
"Cotyledon_woodii.csv",39,29
"Crabbea_velutina.csv",66,38
"Craibia_brevicaudata.csv",73,40
"Craspidospermum_verticillatum.csv",31,28
"Crassocephalum_crepidioides.csv",1826,70
"Crassocephalum_picridifolium.csv",76,30
"Crassocephalum_rubens.csv",342,87
"Crassothonna_cacalioides.csv",35,31
"Crassothonna_capensis.csv",39,32
"Crassothonna_cylindrica.csv",29,21
"Crassothonna_protecta.csv",40,34
"Crassula_alba.csv",150,81
"Crassula_arborescens.csv",50,33
"Crassula_atropurpurea.csv",123,83
"Crassula_barbata.csv",29,24
"Crassula_biplanata.csv",49,35
"Crassula_capensis.csv",56,37
"Crassula_capitella.csv",190,154
"Crassula_ciliata.csv",51,33
"Crassula_columnaris.csv",82,58
"Crassula_corallina.csv",74,64
"Crassula_cotyledonis.csv",67,52
"Crassula_cultrata.csv",83,69
"Crassula_deltoidea.csv",62,45
"Crassula_dependens.csv",66,55
"Crassula_dichotoma.csv",55,39
"Crassula_ericoides.csv",83,59
"Crassula_expansa.csv",156,117
"Crassula_fascicularis.csv",66,38
"Crassula_glomerata.csv",60,29
"Crassula_hemisphaerica.csv",33,26
"Crassula_lactea.csv",33,26
"Crassula_lanceolata.csv",84,76
"Crassula_mesembryanthoides.csv",40,30
"Crassula_mollis.csv",32,23
"Crassula_montana.csv",30,27
"Crassula_multicava.csv",386,51
"Crassula_muscosa.csv",313,186
"Crassula_natans.csv",313,29
"Crassula_nemorosa.csv",25,24
"Crassula_nudicaulis.csv",187,134
"Crassula_obovata.csv",32,30
"Crassula_obtusa.csv",25,22
"Crassula_orbicularis.csv",120,82
"Crassula_ovata.csv",248,51
"Crassula_pellucida.csv",209,131
"Crassula_perfoliata.csv",99,79
"Crassula_perforata.csv",140,99
"Crassula_pubescens.csv",74,56
"Crassula_pyramidalis.csv",45,35
"Crassula_rubricaulis.csv",30,23
"Crassula_rupestris.csv",146,106
"Crassula_sarcocaulis.csv",58,47
"Crassula_sarmentosa.csv",71,24
"Crassula_saxifraga.csv",52,39
"Crassula_setulosa.csv",93,75
"Crassula_subaphylla.csv",75,59
"Crassula_subulata.csv",97,66
"Crassula_swaziensis.csv",56,46
"Crassula_tetragona.csv",234,96
"Crassula_tomentosa.csv",88,72
"Crassula_umbella.csv",67,54
"Crassula_vaginata.csv",113,81
"Craterispermum_schweinfurthii.csv",152,60
"Craterocapsa_tarsodes.csv",37,32
"Craterostigma_nummulariifolium.csv",72,21
"Craterostigma_plantagineum.csv",77,30
"Crateva_excelsa.csv",54,43
"Crateva_greveana.csv",27,22
"Crateva_obovata.csv",36,28
"Cremaspora_triflora.csv",426,117
"Crepidomanes_melanotrichum.csv",87,41
"Crinum_bulbispermum.csv",97,41
"Crinum_buphanoides.csv",28,25
"Crinum_firmifolium.csv",34,29
"Crinum_macowanii.csv",111,94
"Crinum_stuhlmannii.csv",71,58
"Crocosmia_aurea.csv",140,95
"Crocosmia_paniculata.csv",128,24
"Crossandra_greenstockii.csv",42,34
"Crossopteryx_febrifuga.csv",941,128
"Crossyne_guttata.csv",66,45
"Crotalaria_aculeata.csv",49,29
"Crotalaria_axillaris.csv",79,28
"Crotalaria_capensis.csv",60,50
"Crotalaria_caudata.csv",34,24
"Crotalaria_cephalotes.csv",110,43
"Crotalaria_cleomifolia.csv",93,27
"Crotalaria_coursii.csv",28,24
"Crotalaria_damarensis.csv",25,25
"Crotalaria_deserticola.csv",74,29
"Crotalaria_fiherenensis.csv",32,23
"Crotalaria_florida.csv",22,21
"Crotalaria_glauca.csv",242,50
"Crotalaria_goodiiformis.csv",56,36
"Crotalaria_goreensis.csv",585,22
"Crotalaria_grahamiana.csv",44,22
"Crotalaria_grevei.csv",39,32
"Crotalaria_incana.csv",1228,40
"Crotalaria_kipandensis.csv",22,21
"Crotalaria_laburnifolia.csv",259,93
"Crotalaria_laburnoides.csv",58,46
"Crotalaria_lachnocarpoides.csv",90,37
"Crotalaria_laevigata.csv",41,31
"Crotalaria_lanceolata.csv",481,45
"Crotalaria_microcarpa.csv",244,43
"Crotalaria_monteiroi.csv",29,22
"Crotalaria_natalitia.csv",107,56
"Crotalaria_ochroleuca.csv",124,29
"Crotalaria_ononoides.csv",179,33
"Crotalaria_pallida.csv",1558,71
"Crotalaria_pervillei.csv",27,23
"Crotalaria_recta.csv",80,39
"Crotalaria_retusa.csv",1503,79
"Crotalaria_sphaerocarpa.csv",60,32
"Crotalaria_spinosa.csv",86,29
"Crotalaria_subcapitata.csv",108,24
"Crotalaria_tanety.csv",29,25
"Crotalaria_teretifolia.csv",29,26
"Crotalaria_uncinella.csv",57,30
"Crotalaria_vasculosa.csv",29,24
"Crotalaria_virgulata.csv",35,29
"Crotalaria_xanthoclada.csv",30,21
"Croton_adenophorus.csv",30,21
"Croton_argyrodaphne.csv",81,69
"Croton_brevispicatus.csv",30,26
"Croton_fianarantsoae.csv",32,28
"Croton_geayi.csv",26,22
"Croton_goudotii.csv",34,30
"Croton_gratissimus.csv",272,174
"Croton_greveanus.csv",38,33
"Croton_hovarum.csv",26,24
"Croton_megalobotrys.csv",84,64
"Croton_menyharthii.csv",43,33
"Croton_meridionalis.csv",30,24
"Croton_mongue.csv",61,50
"Croton_nitidulus.csv",64,48
"Croton_noronhae.csv",24,21
"Croton_pseudopulchellus.csv",63,43
"Croton_submetallicus.csv",32,26
"Croton_sylvaticus.csv",130,53
"Croton_trichotomus.csv",24,21
"Cryptocarya_crassifolia.csv",31,25
"Cryptocarya_liebertiana.csv",29,26
"Cryptocarya_litoralis.csv",26,21
"Cryptolepis_cryptolepioides.csv",24,21
"Cryptolepis_decidua.csv",39,36
"Cryptolepis_oblongifolia.csv",316,96
"Cryptolepis_obtusa.csv",21,21
"Cryptosepalum_maraviense.csv",70,62
"Cryptostegia_grandiflora.csv",896,45
"Cryptostegia_madagascariensis.csv",132,48
"Ctenium_concinnum.csv",58,40
"Cucumis_africanus.csv",37,35
"Cucumis_anguria.csv",399,31
"Cucumis_hirsutus.csv",45,40
"Cucumis_metuliferus.csv",70,54
"Cucumis_sagittatus.csv",24,21
"Cucumis_zeyheri.csv",62,37
"Cullen_tomentosum.csv",39,37
"Cunonia_capensis.csv",65,49
"Curio_crassulifolius.csv",27,22
"Curio_ficoides.csv",37,26
"Curio_radicans.csv",104,84
"Curio_talinoides.csv",42,31
"Cuspidia_cernua.csv",34,29
"Cussonia_arborea.csv",378,43
"Cussonia_natalensis.csv",39,36
"Cussonia_paniculata.csv",111,87
"Cussonia_spicata.csv",236,170
"Cussonia_thyrsiflora.csv",50,35
"Cussonia_zimmermannii.csv",27,23
"Cyanella_hyacinthoides.csv",135,87
"Cyanella_lutea.csv",140,96
"Cyanotis_lanata.csv",378,28
"Cyanotis_longifolia.csv",245,52
"Cyanotis_speciosa.csv",215,178
"Cyanthillium_cinereum.csv",3196,71
"Cyathula_cylindrica.csv",87,30
"Cyathula_orthacantha.csv",41,22
"Cyathula_prostrata.csv",880,22
"Cyathula_uncinulata.csv",88,35
"Cyclopia_intermedia.csv",33,25
"Cyclosorus_gueinziana.csv",34,21
"Cyclosorus_interruptus.csv",1078,82
"Cyclospermum_leptophyllum.csv",1964,39
"Cycnium_adonense.csv",108,79
"Cycnium_racemosum.csv",36,32
"Cycnium_tubulosum.csv",204,93
"Cylindropuntia_imbricata.csv",1508,46
"Cymbopappus_adenosolen.csv",29,22
"Cymbopogon_caesius.csv",442,46
"Cymbopogon_giganteus.csv",246,26
"Cymbopogon_nardus.csv",111,32
"Cymbopogon_pospischilii.csv",83,54
"Cynanchum_africanum.csv",54,41
"Cynanchum_danguyanum.csv",40,33
"Cynanchum_ellipticum.csv",63,51
"Cynanchum_eurychitoides.csv",35,29
"Cynanchum_gerrardii.csv",66,47
"Cynanchum_junciforme.csv",29,25
"Cynanchum_luteifluens.csv",64,54
"Cynanchum_natalitium.csv",39,33
"Cynanchum_obovatum.csv",38,28
"Cynanchum_obtusifolium.csv",59,50
"Cynanchum_perrieri.csv",33,28
"Cynanchum_viminale.csv",1036,221
"Cynodon_dactylon.csv",10951,255
"Cynoglossum_hispidum.csv",28,25
"Cynometra_commersoniana.csv",57,49
"Cynometra_madagascariensis.csv",51,41
"Cynometra_sakalava.csv",33,31
"Cynorkis_debilis.csv",50,37
"Cynorkis_fastigiata.csv",64,35
"Cynorkis_kassneriana.csv",41,21
"Cynorkis_uniflora.csv",22,22
"Cyperus_alatus.csv",167,92
"Cyperus_albescens.csv",362,55
"Cyperus_albostriatus.csv",106,64
"Cyperus_alternifolius.csv",967,65
"Cyperus_amabilis.csv",442,61
"Cyperus_articulatus.csv",815,65
"Cyperus_ascocapensis.csv",88,33
"Cyperus_compressus.csv",1040,27
"Cyperus_congestus.csv",367,87
"Cyperus_crassipes.csv",143,44
"Cyperus_cuspidatus.csv",401,36
"Cyperus_cyperoides.csv",903,74
"Cyperus_denudatus.csv",107,63
"Cyperus_difformis.csv",2108,70
"Cyperus_digitatus.csv",434,24
"Cyperus_distans.csv",770,84
"Cyperus_dives.csv",106,60
"Cyperus_dubius.csv",209,53
"Cyperus_erectus.csv",279,73
"Cyperus_esculentus.csv",3193,76
"Cyperus_fastigiatus.csv",21,21
"Cyperus_flavescens.csv",1215,50
"Cyperus_haspan.csv",2559,38
"Cyperus_hemisphaericus.csv",36,22
"Cyperus_laevigatus.csv",608,50
"Cyperus_latifolius.csv",82,25
"Cyperus_longus.csv",2081,46
"Cyperus_macrostachyos.csv",452,21
"Cyperus_margaritaceus.csv",213,139
"Cyperus_marginatus.csv",82,72
"Cyperus_melanospermus.csv",95,26
"Cyperus_mundii.csv",134,50
"Cyperus_nduru.csv",55,24
"Cyperus_nitidus.csv",61,35
"Cyperus_niveus.csv",358,158
"Cyperus_papyrus.csv",437,89
"Cyperus_pectinatus.csv",111,22
"Cyperus_persquarrosus.csv",39,26
"Cyperus_polystachyos.csv",1841,139
"Cyperus_prolifer.csv",166,87
"Cyperus_proteus.csv",98,39
"Cyperus_rigidifolius.csv",62,21
"Cyperus_rotundus.csv",3292,42
"Cyperus_rubicundus.csv",81,27
"Cyperus_rupestris.csv",31,28
"Cyperus_semitrifidus.csv",31,29
"Cyperus_sesquiflorus.csv",1134,31
"Cyperus_sexangularis.csv",48,39
"Cyperus_sphaerocephalus.csv",89,79
"Cyperus_sphaerospermus.csv",43,37
"Cyperus_squarrosus.csv",1869,25
"Cyperus_tenax.csv",76,32
"Cyperus_textilis.csv",116,89
"Cyperus_thunbergii.csv",50,43
"Cyperus_usitatus.csv",48,44
"Cyphia_digitata.csv",48,39
"Cyphia_elata.csv",40,35
"Cyphia_volubilis.csv",51,39
"Cyphocarpa_angustifolia.csv",32,30
"Cyphostemma_adenocaule.csv",232,37
"Cyphostemma_buchananii.csv",32,30
"Cyphostemma_cirrhosum.csv",43,38
"Cyphostemma_congestum.csv",25,23
"Cyphostemma_microdipterum.csv",27,22
"Cyphostemma_woodii.csv",23,21
"Cyrtanthus_breviflorus.csv",77,64
"Cyrtanthus_contractus.csv",25,23
"Cyrtanthus_tuckii.csv",49,40
"Cyrtomium_falcatum.csv",1072,35
"Cyrtorchis_arcuata.csv",115,58
"Cyrtorchis_praetermissa.csv",36,26
"Cysticapnos_cracca.csv",26,24
"Cysticapnos_pruinosa.csv",23,23
"Cysticapnos_vesicaria.csv",78,61
"Cytinus_sanguineus.csv",37,31
"Dactyloctenium_aegyptium.csv",3662,105
"Dactyloctenium_australe.csv",67,25
"Dactyloctenium_giganteum.csv",29,26
"Dais_cotinifolia.csv",97,75
"Dalbergia_arbutifolia.csv",110,96
"Dalbergia_armata.csv",61,49
"Dalbergia_baronii.csv",23,21
"Dalbergia_boehmii.csv",129,96
"Dalbergia_bracteolata.csv",103,81
"Dalbergia_chapelieri.csv",28,26
"Dalbergia_emirnensis.csv",28,25
"Dalbergia_fischeri.csv",50,47
"Dalbergia_greveana.csv",80,70
"Dalbergia_lactea.csv",148,42
"Dalbergia_madagascariensis.csv",23,22
"Dalbergia_melanoxylon.csv",437,114
"Dalbergia_monticola.csv",31,28
"Dalbergia_nitidula.csv",95,82
"Dalbergia_obovata.csv",46,42
"Dalbergia_pervillei.csv",44,38
"Dalbergia_poolii.csv",52,39
"Dalbergia_purpurascens.csv",61,51
"Dalbergia_trichocarpa.csv",60,46
"Dalechampia_capensis.csv",67,53
"Dalechampia_scandens.csv",924,40
"Dalechampia_subternata.csv",41,36
"Danais_cernua.csv",54,45
"Danais_fragrans.csv",88,61
"Danais_microcarpa.csv",33,27
"Danais_rhamnifolia.csv",33,27
"Dasispermum_suffruticosum.csv",71,47
"Datura_ferox.csv",571,71
"Datura_innoxia.csv",1349,38
"Datura_stramonium.csv",13120,271
"Daucus_carota.csv",17697,25
"Davallia_chaerophylloides.csv",126,50
"Davallia_denticulata.csv",237,21
"Decorsea_schlechteri.csv",30,29
"Deinbollia_borbonica.csv",81,63
"Deinbollia_macrocarpa.csv",29,25
"Deinbollia_oblongifolia.csv",32,28
"Deinbollia_pervillei.csv",46,42
"Delonix_boiviniana.csv",52,42
"Delonix_regia.csv",1993,249
"Delosperma_litorale.csv",40,25
"Delosperma_multiflorum.csv",30,28
"Delosperma_subincanum.csv",37,30
"Delphinium_dasycaulon.csv",49,25
"Dendrolobium_umbellatum.csv",286,24
"Denekia_capensis.csv",34,34
"Derris_trifoliata.csv",358,32
"Desmodium_incanum.csv",1876,68
"Desmodium_tortuosum.csv",1118,31
"Desmodium_uncinatum.csv",543,37
"Desmostachys_planchoniana.csv",50,39
"Deverra_denudata.csv",52,24
"Dialium_englerianum.csv",37,26
"Dialium_holtzii.csv",28,25
"Dialium_schlechteri.csv",30,22
"Dialium_unifoliolatum.csv",36,32
"Dianella_ensifolia.csv",575,73
"Dianthus_basuticus.csv",30,23
"Dianthus_micropetalus.csv",41,37
"Dianthus_mooiensis.csv",37,31
"Diascia_capsularis.csv",25,22
"Dicerocaryum_eriocarpum.csv",52,50
"Dicerocaryum_senecioides.csv",76,62
"Dicerothamnus_rhinocerotis.csv",251,165
"Dichaetanthera_oblongifolia.csv",40,33
"Dichanthium_annulatum.csv",751,25
"Dichapetalum_bojeri.csv",38,31
"Dichapetalum_cymosum.csv",24,24
"Dichapetalum_leucosia.csv",80,64
"Dichapetalum_madagascariense.csv",332,65
"Dichapetalum_stuhlmannii.csv",31,24
"Dichondra_micrantha.csv",350,32
"Dichrocephala_integrifolia.csv",485,33
"Dichrostachys_cinerea.csv",1579,475
"Dichrostachys_tenuifolia.csv",26,21
"Dicliptera_cernua.csv",23,21
"Dicliptera_clinopodia.csv",37,29
"Dicliptera_heterostegia.csv",33,32
"Dicliptera_paniculata.csv",326,27
"Dicliptera_verticillata.csv",158,23
"Diclis_petiolaris.csv",22,21
"Diclis_reptans.csv",43,38
"Dicoma_anomala.csv",161,124
"Dicoma_capensis.csv",46,40
"Dicoma_incana.csv",37,35
"Dicoma_tomentosa.csv",206,31
